"bjgtechfunction","233750e3-a3da-4a8b-bc2c-b1675731d161","East US"
"my_rg","233750e3-a3da-4a8b-bc2c-b1675731d161","East US"
"vm-rg","233750e3-a3da-4a8b-bc2c-b1675731d161","East US"
"python-RG","233750e3-a3da-4a8b-bc2c-b1675731d161","East Us"
